Datetime,Open,High,Low,Close,Adj Close,Volume
2022-06-13 00:00:00+01:00,0.8546299934387207,0.8548799753189087,0.853600025177002,0.8544899821281433,0.8544899821281433,0
2022-06-13 01:00:00+01:00,0.8543999791145325,0.8547999858856201,0.8537999987602234,0.8539999723434448,0.8539999723434448,0
2022-06-13 02:00:00+01:00,0.8540999889373779,0.8546900153160095,0.8535000085830688,0.8544600009918213,0.8544600009918213,0
2022-06-13 03:00:00+01:00,0.8545299768447876,0.8547800183296204,0.8539999723434448,0.8544999957084656,0.8544999957084656,0
2022-06-13 04:00:00+01:00,0.8545200228691101,0.8546000123023987,0.8532999753952026,0.8536400198936462,0.8536400198936462,0
2022-06-13 05:00:00+01:00,0.8535000085830688,0.8539100289344788,0.8531000018119812,0.8538900017738342,0.8538900017738342,0
2022-06-13 06:00:00+01:00,0.8538900017738342,0.8541399836540222,0.8529000282287598,0.8534799814224243,0.8534799814224243,0
2022-06-13 07:00:00+01:00,0.8535000085830688,0.8566100001335144,0.853190004825592,0.8539699912071228,0.8539699912071228,0
2022-06-13 08:00:00+01:00,0.8539599776268005,0.8556299805641174,0.8535000085830688,0.8550000190734863,0.8550000190734863,0
2022-06-13 09:00:00+01:00,0.8550199866294861,0.857450008392334,0.8547000288963318,0.8572099804878235,0.8572099804878235,0
2022-06-13 10:00:00+01:00,0.8572199940681458,0.85794997215271,0.8567000031471252,0.857450008392334,0.857450008392334,0
2022-06-13 11:00:00+01:00,0.8574900031089783,0.8579599857330322,0.8564000129699707,0.8578000068664551,0.8578000068664551,0
2022-06-13 12:00:00+01:00,0.8579599857330322,0.85903000831604,0.8575999736785889,0.8588399887084961,0.8588399887084961,0
2022-06-13 13:00:00+01:00,0.8588799834251404,0.8592699766159058,0.8568999767303467,0.8581799864768982,0.8581799864768982,0
2022-06-13 14:00:00+01:00,0.8581799864768982,0.8589500188827515,0.8567000031471252,0.85698002576828,0.85698002576828,0
2022-06-13 15:00:00+01:00,0.85698002576828,0.8593999743461609,0.8567000031471252,0.8590700030326843,0.8590700030326843,0
2022-06-13 16:00:00+01:00,0.8589000105857849,0.8591899871826172,0.8568999767303467,0.8574399948120117,0.8574399948120117,0
2022-06-13 17:00:00+01:00,0.8574399948120117,0.8580300211906433,0.8564000129699707,0.8572800159454346,0.8572800159454346,0
2022-06-13 18:00:00+01:00,0.857200026512146,0.8586900234222412,0.857200026512146,0.858240008354187,0.858240008354187,0
2022-06-13 19:00:00+01:00,0.8579999804496765,0.8586699962615967,0.8575000166893005,0.8586000204086304,0.8586000204086304,0
2022-06-13 20:00:00+01:00,0.8586300015449524,0.8593699932098389,0.8582000136375427,0.8583999872207642,0.8583999872207642,0
2022-06-13 21:00:00+01:00,0.8585299849510193,0.8586000204086304,0.8570700287818909,0.8578500151634216,0.8578500151634216,0
2022-06-13 22:00:00+01:00,0.8576200008392334,0.8582199811935425,0.8571100234985352,0.8575000166893005,0.8575000166893005,0
2022-06-13 23:00:00+01:00,0.8575999736785889,0.8582900166511536,0.8571100234985352,0.8575000166893005,0.8575000166893005,0
2022-06-14 00:00:00+01:00,0.857479989528656,0.8581399917602539,0.8571000099182129,0.8576800227165222,0.8576800227165222,0
