Datetime,Open,High,Low,Close,Adj Close,Volume
2022-07-04 00:00:00+01:00,1.0437324047088623,1.0437324047088623,1.043623447418213,1.0437324047088623,1.0437324047088623,0
2022-07-04 00:15:00+01:00,1.0440592765808105,1.044277310371399,1.0437324047088623,1.044277310371399,1.044277310371399,0
2022-07-04 00:30:00+01:00,1.0439503192901611,1.0440592765808105,1.0432968139648438,1.0432968139648438,1.0432968139648438,0
2022-07-04 00:45:00+01:00,1.0434056520462036,1.0437324047088623,1.0432968139648438,1.043623447418213,1.043623447418213,0
2022-07-04 01:00:00+01:00,1.0438413619995117,1.044386386871338,1.0438413619995117,1.044277310371399,1.044277310371399,0
2022-07-04 01:15:00+01:00,1.044386386871338,1.0446046590805054,1.044386386871338,1.0446046590805054,1.0446046590805054,0
2022-07-04 01:30:00+01:00,1.0447137355804443,1.0447137355804443,1.0438413619995117,1.0438413619995117,1.0438413619995117,0
2022-07-04 01:45:00+01:00,1.043623447418213,1.0438413619995117,1.043514609336853,1.0437324047088623,1.0437324047088623,0
2022-07-04 02:00:00+01:00,1.0437324047088623,1.0437324047088623,1.0434056520462036,1.043514609336853,1.043514609336853,0
2022-07-04 02:15:00+01:00,1.0434056520462036,1.0438413619995117,1.0429704189300537,1.0432968139648438,1.0432968139648438,0
2022-07-04 02:30:00+01:00,1.0434056520462036,1.0438413619995117,1.0432968139648438,1.0438413619995117,1.0438413619995117,0
2022-07-04 02:45:00+01:00,1.0438413619995117,1.0441683530807495,1.0437324047088623,1.0437324047088623,1.0437324047088623,0
2022-07-04 03:00:00+01:00,1.043514609336853,1.0439503192901611,1.043514609336853,1.0438413619995117,1.0438413619995117,0
2022-07-04 03:15:00+01:00,1.0437324047088623,1.0437324047088623,1.043079137802124,1.0431879758834839,1.0431879758834839,0
2022-07-04 03:30:00+01:00,1.0431879758834839,1.043514609336853,1.043079137802124,1.043079137802124,1.043079137802124,0
2022-07-04 03:45:00+01:00,1.0429704189300537,1.0437324047088623,1.0429704189300537,1.043514609336853,1.043514609336853,0
