Date,Open,High,Low,Close,Adj Close,Volume
2020-07-08,1.5339699983596802,1.5367000102996826,1.5323899984359741,1.5335999727249146,1.5335999727249146,0
2020-07-09,1.5324699878692627,1.5350600481033325,1.5283000469207764,1.5324900150299072,1.5324900150299072,0
2020-07-10,1.5325000286102295,1.5385500192642212,1.5313999652862549,1.5329500436782837,1.5329500436782837,0
2020-07-13,1.5374000072479248,1.542080044746399,1.5340700149536133,1.5378600358963013,1.5378600358963013,0
2020-07-14,1.5441900491714478,1.5523500442504883,1.5437300205230713,1.544119954109192,1.544119954109192,0
2020-07-15,1.5516999959945679,1.554260015487671,1.5422300100326538,1.551650047302246,1.551650047302246,0
2020-07-16,1.5420700311660767,1.5478099584579468,1.5392999649047852,1.542080044746399,1.542080044746399,0
2020-07-17,1.5455199480056763,1.5529899597167969,1.5443999767303467,1.5453599691390991,1.5453599691390991,0
2020-07-20,1.5528199672698975,1.5572500228881836,1.5467400550842285,1.5531200170516968,1.5531200170516968,0
2020-07-21,1.5494999885559082,1.5495200157165527,1.537600040435791,1.5492000579833984,1.5492000579833984,0
2020-07-22,1.5508999824523926,1.558609962463379,1.549399971961975,1.5510200262069702,1.5510200262069702,0
2020-07-23,1.5518200397491455,1.5544899702072144,1.5477999448776245,1.551759958267212,1.551759958267212,0
2020-07-24,1.5542000532150269,1.5623300075531006,1.5535000562667847,1.554260015487671,1.554260015487671,0
2020-07-27,1.5633000135421753,1.577280044555664,1.5633000135421753,1.5628999471664429,1.5628999471664429,0
2020-07-28,1.5695099830627441,1.571869969367981,1.5661699771881104,1.5698299407958984,1.5698299407958984,0
2020-07-29,1.56781005859375,1.5738600492477417,1.5663599967956543,1.5678499937057495,1.5678499937057495,0
2020-07-30,1.5720000267028809,1.5863300561904907,1.5700000524520874,1.5718799829483032,1.5718799829483032,0
2020-07-31,1.5924999713897705,1.5977200269699097,1.5809199810028076,1.5920000076293945,1.5920000076293945,0
2020-08-03,1.5781999826431274,1.5809500217437744,1.5714000463485718,1.5784000158309937,1.5784000158309937,0
2020-08-04,1.5750999450683594,1.5784200429916382,1.5707000494003296,1.5753300189971924,1.5753300189971924,0
2020-08-05,1.5707600116729736,1.5768200159072876,1.568429946899414,1.570889949798584,1.570889949798584,0
2020-08-06,1.5749399662017822,1.5776599645614624,1.5723199844360352,1.574869990348816,1.574869990348816,0
2020-08-07,1.581760048866272,1.5821800231933594,1.5733000040054321,1.581470012664795,1.581470012664795,0
2020-08-10,1.5772700309753418,1.5778100490570068,1.5688999891281128,1.5770000219345093,1.5770000219345093,0
2020-08-11,1.5671099424362183,1.5687999725341797,1.5640000104904175,1.5674200057983398,1.5674200057983398,0
2020-08-12,1.5622400045394897,1.5654300451278687,1.560610055923462,1.5621000528335571,1.5621000528335571,0
2020-08-13,1.5618400573730469,1.5673199892044067,1.5613000392913818,1.5618900060653687,1.5618900060653687,0
2020-08-14,1.562399983406067,1.5687700510025024,1.5604300498962402,1.562059998512268,1.562059998512268,0
2020-08-17,1.5705300569534302,1.572160005569458,1.565999984741211,1.5706900358200073,1.5706900358200073,0
2020-08-18,1.5698000192642212,1.5752500295639038,1.565500020980835,1.569949984550476,1.569949984550476,0
2020-08-19,1.5720399618148804,1.572450041770935,1.5651299953460693,1.5719900131225586,1.5719900131225586,0
2020-08-20,1.5646400451660156,1.5677499771118164,1.5622999668121338,1.56482994556427,1.56482994556427,0
2020-08-21,1.5636099576950073,1.5643500089645386,1.5539000034332275,1.563099980354309,1.563099980354309,0
2020-08-24,1.5549499988555908,1.5617200136184692,1.552299976348877,1.5548800230026245,1.5548800230026245,0
2020-08-25,1.5589100122451782,1.5644999742507935,1.5579999685287476,1.558899998664856,1.558899998664856,0
2020-08-26,1.557960033416748,1.5591399669647217,1.5525000095367432,1.5580099821090698,1.5580099821090698,0
2020-08-27,1.5556999444961548,1.5590300559997559,1.5473500490188599,1.5553799867630005,1.5553799867630005,0
2020-08-28,1.551169991493225,1.5600500106811523,1.5504000186920166,1.5508500337600708,1.5508500337600708,0
2020-08-31,1.558769941329956,1.5603100061416626,1.554029941558838,1.5588500499725342,1.5588500499725342,0
2020-09-01,1.5563700199127197,1.5646799802780151,1.5554399490356445,1.555899977684021,1.555899977684021,0
2020-09-02,1.556570053100586,1.5565999746322632,1.545799970626831,1.5563700199127197,1.5563700199127197,0
2020-09-03,1.5452799797058105,1.5550099611282349,1.542799949645996,1.545140027999878,1.545140027999878,0
2020-09-04,1.555590033531189,1.5560599565505981,1.5465199947357178,1.5556000471115112,1.5556000471115112,0
2020-09-07,1.5476700067520142,1.5522199869155884,1.545300006866455,1.5473400354385376,1.5473400354385376,0
2020-09-08,1.5477999448776245,1.5561599731445312,1.5463000535964966,1.5477900505065918,1.5477900505065918,0
2020-09-09,1.557960033416748,1.5613399744033813,1.5543999671936035,1.557860016822815,1.557860016822815,0
2020-09-10,1.5527000427246094,1.5657299757003784,1.552299976348877,1.552489995956421,1.552489995956421,0
2020-09-11,1.559399962425232,1.563599944114685,1.5576399564743042,1.5595300197601318,1.5595300197601318,0
2020-09-14,1.56072998046875,1.5654900074005127,1.55840003490448,1.560610055923462,1.560610055923462,0
2020-09-15,1.5637600421905518,1.5648499727249146,1.5595899820327759,1.563770055770874,1.563770055770874,0
2020-09-16,1.5624699592590332,1.5643500089645386,1.5575100183486938,1.5625100135803223,1.5625100135803223,0
2020-09-17,1.5558300018310547,1.5617599487304688,1.5536600351333618,1.5557899475097656,1.5557899475097656,0
2020-09-18,1.5579400062561035,1.5646100044250488,1.5578399896621704,1.5576000213623047,1.5576000213623047,0
2020-09-21,1.5632400512695312,1.5652999877929688,1.5579400062561035,1.5632100105285645,1.5632100105285645,0
2020-09-22,1.564650058746338,1.5661300420761108,1.5577000379562378,1.5648200511932373,1.5648200511932373,0
2020-09-23,1.5565500259399414,1.5615700483322144,1.5539000034332275,1.5567500591278076,1.5567500591278076,0
