Date,Open,High,Low,Close,Adj Close,Volume
2020-07-08,107.5739974975586,107.70500183105469,107.38700103759766,107.5780029296875,107.5780029296875,0
2020-07-09,107.26499938964844,107.39199829101562,107.10299682617188,107.28299713134766,107.28299713134766,0
2020-07-10,107.23300170898438,107.26200103759766,106.66500091552734,107.23600006103516,107.23600006103516,0
2020-07-13,106.91200256347656,107.31099700927734,106.78800201416016,106.91000366210938,106.91000366210938,0
2020-07-14,107.29000091552734,107.41200256347656,107.12000274658203,107.2760009765625,107.2760009765625,0
2020-07-15,107.24500274658203,107.30500030517578,106.66300201416016,107.24500274658203,107.24500274658203,0
2020-07-16,106.88400268554688,107.1969985961914,106.83799743652344,106.91699981689453,106.91699981689453,0
2020-07-17,107.28800201416016,107.35299682617188,107.05999755859375,107.27799987792969,107.27799987792969,0
2020-07-20,107.0770034790039,107.5,107.03700256347656,107.08999633789062,107.08999633789062,0
2020-07-21,107.1709976196289,107.36399841308594,106.80500030517578,107.19599914550781,107.19599914550781,0
2020-07-22,106.81400299072266,107.2020034790039,106.71800231933594,106.83200073242188,106.83200073242188,0
2020-07-23,107.16600036621094,107.21600341796875,106.83300018310547,107.17500305175781,107.17500305175781,0
2020-07-24,106.83599853515625,106.83599853515625,105.75900268554688,106.83799743652344,106.83799743652344,0
2020-07-27,105.95600128173828,106.0469970703125,105.12100219726562,105.99299621582031,105.99299621582031,0
2020-07-28,105.29100036621094,105.67900085449219,104.95800018310547,105.26100158691406,105.26100158691406,0
2020-07-29,105.11000061035156,105.22799682617188,104.80000305175781,105.10700225830078,105.10700225830078,0
2020-07-30,105.01599884033203,105.28800201416016,104.91200256347656,105.03199768066406,105.03199768066406,0
2020-07-31,104.66699981689453,105.7959976196289,104.1989974975586,104.68299865722656,104.68299865722656,0
2020-08-03,105.84500122070312,106.42900085449219,105.5790023803711,105.86599731445312,105.86599731445312,0
2020-08-04,106.0469970703125,106.19200134277344,105.72699737548828,106.02999877929688,106.02999877929688,0
2020-08-05,105.59700012207031,105.86399841308594,105.3280029296875,105.61399841308594,105.61399841308594,0
2020-08-06,105.55000305175781,105.69100189208984,105.302001953125,105.5530014038086,105.5530014038086,0
2020-08-07,105.56099700927734,106.04199981689453,105.4800033569336,105.58100128173828,105.58100128173828,0
2020-08-10,105.85199737548828,106.19400024414062,105.70999908447266,105.8499984741211,105.8499984741211,0
2020-08-11,105.99800109863281,106.57099914550781,105.94400024414062,105.99199676513672,105.99199676513672,0
2020-08-12,106.45800018310547,106.99800109863281,106.45800018310547,106.52100372314453,106.52100372314453,0
2020-08-13,106.81199645996094,106.99099731445312,106.56999969482422,106.8219985961914,106.8219985961914,0
2020-08-14,106.96499633789062,107.0270004272461,106.44599914550781,106.98600006103516,106.98600006103516,0
2020-08-17,106.56900024414062,106.63800048828125,105.9530029296875,106.55400085449219,106.55400085449219,0
2020-08-18,105.98600006103516,105.98600006103516,105.29399871826172,105.99500274658203,105.99500274658203,0
2020-08-19,105.22200012207031,105.75900268554688,105.11399841308594,105.2239990234375,105.2239990234375,0
2020-08-20,106.08999633789062,106.197998046875,105.77200317382812,106.0790023803711,106.0790023803711,0
2020-08-21,105.66899871826172,106.06900024414062,105.4530029296875,105.66500091552734,105.66500091552734,0
2020-08-24,105.90299987792969,105.93900299072266,105.69000244140625,105.87699890136719,105.87699890136719,0
2020-08-25,105.99199676513672,106.56400299072266,105.88099670410156,105.99299621582031,105.99299621582031,0
2020-08-26,106.4219970703125,106.5510025024414,106.06300354003906,106.40499877929688,106.40499877929688,0
2020-08-27,105.87100219726562,106.552001953125,105.62300109863281,105.85600280761719,105.85600280761719,0
2020-08-28,106.65899658203125,106.93800354003906,105.2030029296875,106.63700103759766,106.63700103759766,0
2020-08-31,105.52400207519531,106.08100128173828,105.30699920654297,105.53500366210938,105.53500366210938,0
2020-09-01,105.98999786376953,106.13600158691406,105.5989990234375,106.00399780273438,106.00399780273438,0
2020-09-02,105.86399841308594,106.2969970703125,105.86399841308594,105.89600372314453,105.89600372314453,0
2020-09-03,106.20099639892578,106.53600311279297,106.04299926757812,106.20800018310547,106.20800018310547,0
2020-09-04,106.09100341796875,106.49500274658203,106.09100341796875,106.08599853515625,106.08599853515625,0
2020-09-07,106.29199981689453,106.37100219726562,106.13500213623047,106.31099700927734,106.31099700927734,0
2020-09-08,106.29399871826172,106.37799835205078,105.9000015258789,106.30500030517578,106.30500030517578,0
2020-09-09,105.95999908447266,106.25599670410156,105.81300354003906,105.96800231933594,105.96800231933594,0
2020-09-10,106.23799896240234,106.28299713134766,105.98799896240234,106.23100280761719,106.23100280761719,0
2020-09-11,106.1449966430664,106.24400329589844,106.08000183105469,106.14299774169922,106.14299774169922,0
2020-09-14,106.12699890136719,106.16300201416016,105.552001953125,106.1449966430664,106.1449966430664,0
2020-09-15,105.74400329589844,105.81500244140625,105.30000305175781,105.71499633789062,105.71499633789062,0
2020-09-16,105.38099670410156,105.39600372314453,104.80799865722656,105.38099670410156,105.38099670410156,0
2020-09-17,105.04900360107422,105.16400146484375,104.52400207519531,105.06199645996094,105.06199645996094,0
2020-09-18,104.68900299072266,104.85900115966797,104.27300262451172,104.697998046875,104.697998046875,0
2020-09-21,104.53399658203125,104.76200103759766,104.00800323486328,104.53700256347656,104.53700256347656,0
2020-09-22,104.71900177001953,105.06600189208984,104.41100311279297,104.69000244140625,104.69000244140625,0
2020-09-23,105.06900024414062,105.37300109863281,104.91000366210938,105.03399658203125,105.03399658203125,0
2020-09-24,105.32499694824219,105.5199966430664,105.21499633789062,105.30400085449219,105.30400085449219,0
2020-09-25,105.43599700927734,105.697998046875,105.24700164794922,105.43499755859375,105.43499755859375,0
2020-09-28,105.58399963378906,105.65899658203125,105.26399993896484,105.5739974975586,105.5739974975586,0
2020-09-29,105.43900299072266,105.72200012207031,105.3479995727539,105.43299865722656,105.43299865722656,0
2020-09-30,105.66400146484375,105.7959976196289,105.40899658203125,105.66400146484375,105.66400146484375,0
2020-10-01,105.4489974975586,105.72200012207031,105.41799926757812,105.45099639892578,105.45099639892578,0
2020-10-02,105.56400299072266,105.66500091552734,104.96199798583984,105.54299926757812,105.54299926757812,0
2020-10-05,105.53500366210938,105.75299835205078,105.41000366210938,105.51000213623047,105.51000213623047,0
2020-10-06,105.7249984741211,105.73799896240234,105.51000213623047,105.70700073242188,105.70700073242188,0
2020-10-07,105.63800048828125,106.1050033569336,105.62699890136719,105.63999938964844,105.63999938964844,0
2020-10-08,105.9729995727539,106.08300018310547,105.9229965209961,105.96499633789062,105.96499633789062,0
2020-10-09,106.02100372314453,106.02100372314453,105.60800170898438,106.01799774169922,106.01799774169922,0
2020-10-12,105.63800048828125,105.6510009765625,105.24400329589844,105.63200378417969,105.63200378417969,0
2020-10-13,105.3479995727539,105.6259994506836,105.28800201416016,105.33899688720703,105.33899688720703,0
2020-10-14,105.4739990234375,105.51100158691406,105.03800201416016,105.47000122070312,105.47000122070312,0
2020-10-15,105.13899993896484,105.38800048828125,105.11199951171875,105.13899993896484,105.13899993896484,0
2020-10-16,105.3550033569336,105.43699645996094,105.19000244140625,105.36000061035156,105.36000061035156,0
2020-10-19,105.43800354003906,105.49700164794922,105.30500030517578,105.427001953125,105.427001953125,0
2020-10-20,105.47000122070312,105.74500274658203,105.47000122070312,105.47000122070312,105.47000122070312,0
2020-10-21,105.4749984741211,105.4749984741211,104.3499984741211,105.47699737548828,105.47699737548828,0
2020-10-22,104.6510009765625,104.87999725341797,104.45999908447266,104.6760025024414,104.6760025024414,0
2020-10-23,104.90699768066406,104.90699768066406,104.55000305175781,104.9209976196289,104.9209976196289,0
2020-10-26,104.70700073242188,105.03900146484375,104.64900207519531,104.68299865722656,104.68299865722656,0
2020-10-27,104.80599975585938,104.83000183105469,104.39299774169922,104.83200073242188,104.83200073242188,0
2020-10-28,104.54100036621094,104.54199981689453,104.11499786376953,104.54499816894531,104.54499816894531,0
2020-10-29,104.31900024414062,104.7020034790039,104.02999877929688,104.31500244140625,104.31500244140625,0
2020-10-30,104.55799865722656,104.72100067138672,104.13899993896484,104.55400085449219,104.55400085449219,0
2020-11-02,104.61199951171875,104.94300079345703,104.61199951171875,104.58000183105469,104.58000183105469,0
2020-11-03,104.7239990234375,104.8010025024414,104.43699645996094,104.7249984741211,104.7249984741211,0
2020-11-04,104.50599670410156,105.34100341796875,104.16100311279297,104.5459976196289,104.5459976196289,0
2020-11-05,104.43599700927734,104.44999694824219,103.5739974975586,104.43800354003906,104.43800354003906,0
2020-11-06,103.59600067138672,103.75800323486328,103.18399810791016,103.60299682617188,103.60299682617188,0
2020-11-09,103.23999786376953,105.63600158691406,103.23999786376953,103.25299835205078,103.25299835205078,0
2020-11-10,105.16200256347656,105.47799682617188,104.8219985961914,105.13700103759766,105.13700103759766,0
2020-11-11,105.26300048828125,105.66000366210938,105.01200103759766,105.26000213623047,105.26000213623047,0
2020-11-12,105.42400360107422,105.47100067138672,105.10299682617188,105.41500091552734,105.41500091552734,0
2020-11-13,105.08499908447266,105.1449966430664,104.61100006103516,105.08999633789062,105.08999633789062,0
2020-11-16,104.66600036621094,105.09500122070312,104.36499786376953,104.6760025024414,104.6760025024414,0
2020-11-17,104.49500274658203,104.56400299072266,104.0739974975586,104.54100036621094,104.54100036621094,0
2020-11-18,104.15299987792969,104.15299987792969,103.66400146484375,104.18099975585938,104.18099975585938,0
2020-11-19,103.90399932861328,104.2040023803711,103.71900177001953,103.89399719238281,103.89399719238281,0
2020-11-20,103.79299926757812,103.90499877929688,103.70600128173828,103.82499694824219,103.82499694824219,0
2020-11-23,103.8239974975586,104.6240005493164,103.68699645996094,103.81700134277344,103.81700134277344,0
2020-11-24,104.55699920654297,104.74500274658203,104.14900207519531,104.5250015258789,104.5250015258789,0
2020-11-25,104.50599670410156,104.58499908447266,104.26799774169922,104.51300048828125,104.51300048828125,0
2020-11-26,104.37899780273438,104.39199829101562,104.22599792480469,104.4000015258789,104.4000015258789,0
2020-11-27,104.26399993896484,104.26699829101562,103.90699768066406,104.24199676513672,104.24199676513672,0
2020-11-30,104.10099792480469,104.38400268554688,103.83000183105469,104.08200073242188,104.08200073242188,0
2020-12-01,104.3010025024414,104.572998046875,104.18599700927734,104.29900360107422,104.29900360107422,0
2020-12-02,104.28900146484375,104.74700164794922,104.2249984741211,104.30899810791016,104.30899810791016,0
2020-12-03,104.45600128173828,104.53299713134766,103.67500305175781,104.45800018310547,104.45800018310547,0
2020-12-04,103.8239974975586,104.24199676513672,103.73799896240234,103.822998046875,103.822998046875,0
2020-12-07,104.20099639892578,104.30999755859375,103.92400360107422,104.197998046875,104.197998046875,0
2020-12-08,104.00800323486328,104.19200134277344,103.95999908447266,103.99800109863281,103.99800109863281,0
2020-12-09,104.13300323486328,104.3010025024414,104.0530014038086,104.13500213623047,104.13500213623047,0
2020-12-10,104.28700256347656,104.5739974975586,104.23200225830078,104.27200317382812,104.27200317382812,0
2020-12-11,104.16799926757812,104.16799926757812,103.82599639892578,104.18199920654297,104.18199920654297,0
